,chembl_id,value,smiles
161,CHEMBL1835919,1.0,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2
162,CHEMBL1836445,42.0,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(-c3ccc(C(F)(F)F)cc3)cn1)C2
163,CHEMBL1836597,775.5,O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1cc(-c3ccc(C(F)(F)F)nc3)ccn1)C2
164,CHEMBL1857945,73.85,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12
165,CHEMBL1859037,107.5,CC(C)(C)c1cc(N2CCNCC2)n2nc(-c3ccc(F)cc3)cc2n1
166,CHEMBL1859875,502.5,Cc1cc(NCCN(C)C)n2nc(-c3cccc(F)c3)cc2n1
167,CHEMBL1860154,441.5,Cc1cc(N2CCNCC2)n2nc(-c3cccc(F)c3)cc2n1
168,CHEMBL1861526,420.0,Cc1cc(NCCCn2ccnc2)n2nc(-c3cccc(F)c3)cc2n1
169,CHEMBL1861723,33.45,Fc1cccc(-c2cc3nc(-c4ccccc4)cc(NCCCN4CCOCC4)n3n2)c1
170,CHEMBL1861988,385.5,Cc1cc(NCCCN2CCOCC2)n2nc(-c3cccc(F)c3)cc2n1
171,CHEMBL1862628,163.65,CN(C)CCNc1nc(Oc2cccc3ccccc23)c2sccc2n1
172,CHEMBL1896117,30.0,Cc1cc(NC(=O)c2ccc(Cl)cc2Cl)n(-c2ccccc2)n1
173,CHEMBL190461,2.23,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
174,CHEMBL1911750,226.6,C[C@@H]1COc2ccc(OC(F)F)cc2[C@H](C)N1C(=O)c1ccc(Cl)cc1
